Observation period,Clear sky GHI
2023-06-21T04:15:00.0/2023-06-21T04:16:00.0,130.10999999999999
2023-06-21T04:16:00.0/2023-06-21T04:17:00.0,132.91199999999998
2023-06-21T04:17:00.0/2023-06-21T04:18:00.0,135.726
2023-06-21T04:18:00.0/2023-06-21T04:19:00.0,138.558
2023-06-21T04:19:00.0/2023-06-21T04:20:00.0,141.402
2023-06-21T04:20:00.0/2023-06-21T04:21:00.0,144.26399999999998
2023-06-21T04:21:00.0/2023-06-21T04:22:00.0,147.138
2023-06-21T04:22:00.0/2023-06-21T04:23:00.0,150.03
2023-06-21T04:23:00.0/2023-06-21T04:24:00.0,152.934
2023-06-21T04:24:00.0/2023-06-21T04:25:00.0,155.85000000000002
2023-06-21T04:25:00.0/2023-06-21T04:26:00.0,158.77800000000002
2023-06-21T04:26:00.0/2023-06-21T04:27:00.0,161.718
2023-06-21T04:27:00.0/2023-06-21T04:28:00.0,164.67600000000002
2023-06-21T04:28:00.0/2023-06-21T04:29:00.0,167.64000000000001
2023-06-21T04:29:00.0/2023-06-21T04:30:00.0,170.622
2023-06-21T04:30:00.0/2023-06-21T04:31:00.0,173.60999999999999
2023-06-21T04:31:00.0/2023-06-21T04:32:00.0,176.61599999999999
2023-06-21T04:32:00.0/2023-06-21T04:33:00.0,179.628
2023-06-21T04:33:00.0/2023-06-21T04:34:00.0,182.652
2023-06-21T04:34:00.0/2023-06-21T04:35:00.0,185.68800000000002
2023-06-21T04:35:00.0/2023-06-21T04:36:00.0,188.73000000000002
2023-06-21T04:36:00.0/2023-06-21T04:37:00.0,191.78400000000002
2023-06-21T04:37:00.0/2023-06-21T04:38:00.0,194.85
2023-06-21T04:38:00.0/2023-06-21T04:39:00.0,197.92200000000003
2023-06-21T04:39:00.0/2023-06-21T04:40:00.0,201.006
2023-06-21T04:40:00.0/2023-06-21T04:41:00.0,204.096
2023-06-21T04:41:00.0/2023-06-21T04:42:00.0,207.198
2023-06-21T04:42:00.0/2023-06-21T04:43:00.0,210.306
2023-06-21T04:43:00.0/2023-06-21T04:44:00.0,213.42
2023-06-21T04:44:00.0/2023-06-21T04:45:00.0,216.54600000000002
2023-06-21T04:45:00.0/2023-06-21T04:46:00.0,219.67800000000003
2023-06-21T04:46:00.0/2023-06-21T04:47:00.0,222.816
2023-06-21T04:47:00.0/2023-06-21T04:48:00.0,225.96599999999998
2023-06-21T04:48:00.0/2023-06-21T04:49:00.0,229.122
2023-06-21T04:49:00.0/2023-06-21T04:50:00.0,232.29000000000002
2023-06-21T04:50:00.0/2023-06-21T04:51:00.0,235.458
2023-06-21T04:51:00.0/2023-06-21T04:52:00.0,238.638
2023-06-21T04:52:00.0/2023-06-21T04:53:00.0,241.81800000000004
2023-06-21T04:53:00.0/2023-06-21T04:54:00.0,245.01
2023-06-21T04:54:00.0/2023-06-21T04:55:00.0,248.20200000000003
2023-06-21T04:55:00.0/2023-06-21T04:56:00.0,251.40000000000003
2023-06-21T04:56:00.0/2023-06-21T04:57:00.0,254.61
2023-06-21T04:57:00.0/2023-06-21T04:58:00.0,257.82
2023-06-21T04:58:00.0/2023-06-21T04:59:00.0,261.036
2023-06-21T04:59:00.0/2023-06-21T05:00:00.0,264.252
2023-06-21T05:00:00.0/2023-06-21T05:01:00.0,267.48
2023-06-21T05:01:00.0/2023-06-21T05:02:00.0,270.708
2023-06-21T05:02:00.0/2023-06-21T05:03:00.0,273.942
2023-06-21T05:03:00.0/2023-06-21T05:04:00.0,277.176
2023-06-21T05:04:00.0/2023-06-21T05:05:00.0,280.422
2023-06-21T05:05:00.0/2023-06-21T05:06:00.0,283.662
2023-06-21T05:06:00.0/2023-06-21T05:07:00.0,286.914
2023-06-21T05:07:00.0/2023-06-21T05:08:00.0,290.166
2023-06-21T05:08:00.0/2023-06-21T05:09:00.0,293.418
2023-06-21T05:09:00.0/2023-06-21T05:10:00.0,296.67600000000004
2023-06-21T05:10:00.0/2023-06-21T05:11:00.0,299.93399999999997
2023-06-21T05:11:00.0/2023-06-21T05:12:00.0,303.198
2023-06-21T05:12:00.0/2023-06-21T05:13:00.0,306.46200000000005
2023-06-21T05:13:00.0/2023-06-21T05:14:00.0,309.732
2023-06-21T05:14:00.0/2023-06-21T05:15:00.0,313.002
2023-06-21T05:15:00.0/2023-06-21T05:16:00.0,316.27200000000005
2023-06-21T05:16:00.0/2023-06-21T05:17:00.0,319.548
2023-06-21T05:17:00.0/2023-06-21T05:18:00.0,322.818
2023-06-21T05:18:00.0/2023-06-21T05:19:00.0,326.09999999999997
2023-06-21T05:19:00.0/2023-06-21T05:20:00.0,329.37600000000003
2023-06-21T05:20:00.0/2023-06-21T05:21:00.0,332.658
2023-06-21T05:21:00.0/2023-06-21T05:22:00.0,335.934
2023-06-21T05:22:00.0/2023-06-21T05:23:00.0,339.216
2023-06-21T05:23:00.0/2023-06-21T05:24:00.0,342.49800000000005
2023-06-21T05:24:00.0/2023-06-21T05:25:00.0,345.78
2023-06-21T05:25:00.0/2023-06-21T05:26:00.0,349.062
2023-06-21T05:26:00.0/2023-06-21T05:27:00.0,352.34999999999997
2023-06-21T05:27:00.0/2023-06-21T05:28:00.0,355.632
2023-06-21T05:28:00.0/2023-06-21T05:29:00.0,358.91400000000004
2023-06-21T05:29:00.0/2023-06-21T05:30:00.0,362.202
2023-06-21T05:30:00.0/2023-06-21T05:31:00.0,365.48400000000004
2023-06-21T05:31:00.0/2023-06-21T05:32:00.0,368.76599999999996
2023-06-21T05:32:00.0/2023-06-21T05:33:00.0,372.048
2023-06-21T05:33:00.0/2023-06-21T05:34:00.0,375.33
2023-06-21T05:34:00.0/2023-06-21T05:35:00.0,378.612
2023-06-21T05:35:00.0/2023-06-21T05:36:00.0,381.89399999999995
2023-06-21T05:36:00.0/2023-06-21T05:37:00.0,385.176
2023-06-21T05:37:00.0/2023-06-21T05:38:00.0,388.452
2023-06-21T05:38:00.0/2023-06-21T05:39:00.0,391.728
2023-06-21T05:39:00.0/2023-06-21T05:40:00.0,395.004
2023-06-21T05:40:00.0/2023-06-21T05:41:00.0,398.28
2023-06-21T05:41:00.0/2023-06-21T05:42:00.0,401.556
2023-06-21T05:42:00.0/2023-06-21T05:43:00.0,404.82599999999996
2023-06-21T05:43:00.0/2023-06-21T05:44:00.0,408.096
2023-06-21T05:44:00.0/2023-06-21T05:45:00.0,411.366
2023-06-21T05:45:00.0/2023-06-21T05:46:00.0,414.63
2023-06-21T05:46:00.0/2023-06-21T05:47:00.0,417.894
2023-06-21T05:47:00.0/2023-06-21T05:48:00.0,421.158
2023-06-21T05:48:00.0/2023-06-21T05:49:00.0,424.416
2023-06-21T05:49:00.0/2023-06-21T05:50:00.0,427.668
2023-06-21T05:50:00.0/2023-06-21T05:51:00.0,430.926
2023-06-21T05:51:00.0/2023-06-21T05:52:00.0,434.178
2023-06-21T05:52:00.0/2023-06-21T05:53:00.0,437.424
2023-06-21T05:53:00.0/2023-06-21T05:54:00.0,440.67
2023-06-21T05:54:00.0/2023-06-21T05:55:00.0,443.91
2023-06-21T05:55:00.0/2023-06-21T05:56:00.0,447.15
2023-06-21T05:56:00.0/2023-06-21T05:57:00.0,450.384
2023-06-21T05:57:00.0/2023-06-21T05:58:00.0,453.618
2023-06-21T05:58:00.0/2023-06-21T05:59:00.0,456.846
2023-06-21T05:59:00.0/2023-06-21T06:00:00.0,460.074
2023-06-21T06:00:00.0/2023-06-21T06:01:00.0,463.31399999999996
2023-06-21T06:01:00.0/2023-06-21T06:02:00.0,466.566
2023-06-21T06:02:00.0/2023-06-21T06:03:00.0,469.81199999999995
2023-06-21T06:03:00.0/2023-06-21T06:04:00.0,473.058
2023-06-21T06:04:00.0/2023-06-21T06:05:00.0,476.298
2023-06-21T06:05:00.0/2023-06-21T06:06:00.0,479.53200000000004
2023-06-21T06:06:00.0/2023-06-21T06:07:00.0,482.76599999999996
2023-06-21T06:07:00.0/2023-06-21T06:08:00.0,485.99399999999997
2023-06-21T06:08:00.0/2023-06-21T06:09:00.0,489.21600000000007
2023-06-21T06:09:00.0/2023-06-21T06:10:00.0,492.432
2023-06-21T06:10:00.0/2023-06-21T06:11:00.0,495.64799999999997
2023-06-21T06:11:00.0/2023-06-21T06:12:00.0,498.85799999999995
2023-06-21T06:12:00.0/2023-06-21T06:13:00.0,502.06199999999995
2023-06-21T06:13:00.0/2023-06-21T06:14:00.0,505.26
2023-06-21T06:14:00.0/2023-06-21T06:15:00.0,508.452
2023-06-21T06:15:00.0/2023-06-21T06:16:00.0,511.644
2023-06-21T06:16:00.0/2023-06-21T06:17:00.0,514.83
2023-06-21T06:17:00.0/2023-06-21T06:18:00.0,518.004
2023-06-21T06:18:00.0/2023-06-21T06:19:00.0,521.178
2023-06-21T06:19:00.0/2023-06-21T06:20:00.0,524.346
2023-06-21T06:20:00.0/2023-06-21T06:21:00.0,527.508
2023-06-21T06:21:00.0/2023-06-21T06:22:00.0,530.664
2023-06-21T06:22:00.0/2023-06-21T06:23:00.0,533.8140000000001
2023-06-21T06:23:00.0/2023-06-21T06:24:00.0,536.958
2023-06-21T06:24:00.0/2023-06-21T06:25:00.0,540.096
2023-06-21T06:25:00.0/2023-06-21T06:26:00.0,543.2280000000001
2023-06-21T06:26:00.0/2023-06-21T06:27:00.0,546.354
2023-06-21T06:27:00.0/2023-06-21T06:28:00.0,549.4739999999999
2023-06-21T06:28:00.0/2023-06-21T06:29:00.0,552.588
2023-06-21T06:29:00.0/2023-06-21T06:30:00.0,555.696
2023-06-21T06:30:00.0/2023-06-21T06:31:00.0,558.798
2023-06-21T06:31:00.0/2023-06-21T06:32:00.0,561.888
2023-06-21T06:32:00.0/2023-06-21T06:33:00.0,564.978
2023-06-21T06:33:00.0/2023-06-21T06:34:00.0,568.0559999999999
2023-06-21T06:34:00.0/2023-06-21T06:35:00.0,571.128
2023-06-21T06:35:00.0/2023-06-21T06:36:00.0,574.2
2023-06-21T06:36:00.0/2023-06-21T06:37:00.0,577.254
2023-06-21T06:37:00.0/2023-06-21T06:38:00.0,580.308
2023-06-21T06:38:00.0/2023-06-21T06:39:00.0,583.356
2023-06-21T06:39:00.0/2023-06-21T06:40:00.0,586.3919999999999
2023-06-21T06:40:00.0/2023-06-21T06:41:00.0,589.422
2023-06-21T06:41:00.0/2023-06-21T06:42:00.0,592.446
2023-06-21T06:42:00.0/2023-06-21T06:43:00.0,595.4580000000001
2023-06-21T06:43:00.0/2023-06-21T06:44:00.0,598.47
2023-06-21T06:44:00.0/2023-06-21T06:45:00.0,601.4639999999999
2023-06-21T06:45:00.0/2023-06-21T06:46:00.0,604.458
2023-06-21T06:46:00.0/2023-06-21T06:47:00.0,607.446
2023-06-21T06:47:00.0/2023-06-21T06:48:00.0,610.422
2023-06-21T06:48:00.0/2023-06-21T06:49:00.0,613.3860000000001
2023-06-21T06:49:00.0/2023-06-21T06:50:00.0,616.35
2023-06-21T06:50:00.0/2023-06-21T06:51:00.0,619.302
2023-06-21T06:51:00.0/2023-06-21T06:52:00.0,622.242
2023-06-21T06:52:00.0/2023-06-21T06:53:00.0,625.176
2023-06-21T06:53:00.0/2023-06-21T06:54:00.0,628.104
2023-06-21T06:54:00.0/2023-06-21T06:55:00.0,631.026
2023-06-21T06:55:00.0/2023-06-21T06:56:00.0,633.936
2023-06-21T06:56:00.0/2023-06-21T06:57:00.0,636.834
2023-06-21T06:57:00.0/2023-06-21T06:58:00.0,639.726
2023-06-21T06:58:00.0/2023-06-21T06:59:00.0,642.6120000000001
2023-06-21T06:59:00.0/2023-06-21T07:00:00.0,645.486
2023-06-21T07:00:00.0/2023-06-21T07:01:00.0,648.3539999999999
2023-06-21T07:01:00.0/2023-06-21T07:02:00.0,651.21
2023-06-21T07:02:00.0/2023-06-21T07:03:00.0,654.054
2023-06-21T07:03:00.0/2023-06-21T07:04:00.0,656.892
2023-06-21T07:04:00.0/2023-06-21T07:05:00.0,659.724
2023-06-21T07:05:00.0/2023-06-21T07:06:00.0,662.5440000000001
2023-06-21T07:06:00.0/2023-06-21T07:07:00.0,665.352
2023-06-21T07:07:00.0/2023-06-21T07:08:00.0,668.154
2023-06-21T07:08:00.0/2023-06-21T07:09:00.0,670.9499999999999
2023-06-21T07:09:00.0/2023-06-21T07:10:00.0,673.728
2023-06-21T07:10:00.0/2023-06-21T07:11:00.0,676.5
2023-06-21T07:11:00.0/2023-06-21T07:12:00.0,679.266
2023-06-21T07:12:00.0/2023-06-21T07:13:00.0,682.0200000000001
2023-06-21T07:13:00.0/2023-06-21T07:14:00.0,684.762
2023-06-21T07:14:00.0/2023-06-21T07:15:00.0,687.492
2023-06-21T07:15:00.0/2023-06-21T07:16:00.0,690.216
2023-06-21T07:16:00.0/2023-06-21T07:17:00.0,692.928
2023-06-21T07:17:00.0/2023-06-21T07:18:00.0,695.634
2023-06-21T07:18:00.0/2023-06-21T07:19:00.0,698.328
2023-06-21T07:19:00.0/2023-06-21T07:20:00.0,701.01
2023-06-21T07:20:00.0/2023-06-21T07:21:00.0,703.68
2023-06-21T07:21:00.0/2023-06-21T07:22:00.0,706.3439999999999
2023-06-21T07:22:00.0/2023-06-21T07:23:00.0,708.996
2023-06-21T07:23:00.0/2023-06-21T07:24:00.0,711.636
2023-06-21T07:24:00.0/2023-06-21T07:25:00.0,714.27
2023-06-21T07:25:00.0/2023-06-21T07:26:00.0,716.886
2023-06-21T07:26:00.0/2023-06-21T07:27:00.0,719.496
2023-06-21T07:27:00.0/2023-06-21T07:28:00.0,722.094
2023-06-21T07:28:00.0/2023-06-21T07:29:00.0,724.6859999999999
2023-06-21T07:29:00.0/2023-06-21T07:30:00.0,727.26
2023-06-21T07:30:00.0/2023-06-21T07:31:00.0,729.828
2023-06-21T07:31:00.0/2023-06-21T07:32:00.0,732.384
2023-06-21T07:32:00.0/2023-06-21T07:33:00.0,734.928
2023-06-21T07:33:00.0/2023-06-21T07:34:00.0,737.46
2023-06-21T07:34:00.0/2023-06-21T07:35:00.0,739.986
2023-06-21T07:35:00.0/2023-06-21T07:36:00.0,742.494
2023-06-21T07:36:00.0/2023-06-21T07:37:00.0,744.9960000000001
2023-06-21T07:37:00.0/2023-06-21T07:38:00.0,747.486
2023-06-21T07:38:00.0/2023-06-21T07:39:00.0,749.9639999999999
2023-06-21T07:39:00.0/2023-06-21T07:40:00.0,752.43
2023-06-21T07:40:00.0/2023-06-21T07:41:00.0,754.884
2023-06-21T07:41:00.0/2023-06-21T07:42:00.0,757.326
2023-06-21T07:42:00.0/2023-06-21T07:43:00.0,759.756
2023-06-21T07:43:00.0/2023-06-21T07:44:00.0,762.174
2023-06-21T07:44:00.0/2023-06-21T07:45:00.0,764.586
2023-06-21T07:45:00.0/2023-06-21T07:46:00.0,766.98
2023-06-21T07:46:00.0/2023-06-21T07:47:00.0,769.368
2023-06-21T07:47:00.0/2023-06-21T07:48:00.0,771.7379999999999
2023-06-21T07:48:00.0/2023-06-21T07:49:00.0,774.096
2023-06-21T07:49:00.0/2023-06-21T07:50:00.0,776.448
2023-06-21T07:50:00.0/2023-06-21T07:51:00.0,778.7819999999999
2023-06-21T07:51:00.0/2023-06-21T07:52:00.0,781.104
2023-06-21T07:52:00.0/2023-06-21T07:53:00.0,783.4200000000001
2023-06-21T07:53:00.0/2023-06-21T07:54:00.0,785.718
2023-06-21T07:54:00.0/2023-06-21T07:55:00.0,788.004
2023-06-21T07:55:00.0/2023-06-21T07:56:00.0,790.284
2023-06-21T07:56:00.0/2023-06-21T07:57:00.0,792.5459999999999
2023-06-21T07:57:00.0/2023-06-21T07:58:00.0,794.796
2023-06-21T07:58:00.0/2023-06-21T07:59:00.0,797.034
2023-06-21T07:59:00.0/2023-06-21T08:00:00.0,799.26
2023-06-21T08:00:00.0/2023-06-21T08:01:00.0,801.474
2023-06-21T08:01:00.0/2023-06-21T08:02:00.0,803.676
2023-06-21T08:02:00.0/2023-06-21T08:03:00.0,805.8599999999999
2023-06-21T08:03:00.0/2023-06-21T08:04:00.0,808.038
2023-06-21T08:04:00.0/2023-06-21T08:05:00.0,810.198
2023-06-21T08:05:00.0/2023-06-21T08:06:00.0,812.352
2023-06-21T08:06:00.0/2023-06-21T08:07:00.0,814.4879999999999
2023-06-21T08:07:00.0/2023-06-21T08:08:00.0,816.6120000000001
2023-06-21T08:08:00.0/2023-06-21T08:09:00.0,818.724
2023-06-21T08:09:00.0/2023-06-21T08:10:00.0,820.8240000000001
2023-06-21T08:10:00.0/2023-06-21T08:11:00.0,822.906
2023-06-21T08:11:00.0/2023-06-21T08:12:00.0,824.976
2023-06-21T08:12:00.0/2023-06-21T08:13:00.0,827.0400000000001
2023-06-21T08:13:00.0/2023-06-21T08:14:00.0,829.086
2023-06-21T08:14:00.0/2023-06-21T08:15:00.0,831.114
2023-06-21T08:15:00.0/2023-06-21T08:16:00.0,833.136
2023-06-21T08:16:00.0/2023-06-21T08:17:00.0,835.14
2023-06-21T08:17:00.0/2023-06-21T08:18:00.0,837.132
2023-06-21T08:18:00.0/2023-06-21T08:19:00.0,839.1120000000001
2023-06-21T08:19:00.0/2023-06-21T08:20:00.0,841.08
2023-06-21T08:20:00.0/2023-06-21T08:21:00.0,843.036
2023-06-21T08:21:00.0/2023-06-21T08:22:00.0,844.9680000000001
2023-06-21T08:22:00.0/2023-06-21T08:23:00.0,846.894
2023-06-21T08:23:00.0/2023-06-21T08:24:00.0,848.808
2023-06-21T08:24:00.0/2023-06-21T08:25:00.0,850.704
2023-06-21T08:25:00.0/2023-06-21T08:26:00.0,852.588
2023-06-21T08:26:00.0/2023-06-21T08:27:00.0,854.46
2023-06-21T08:27:00.0/2023-06-21T08:28:00.0,856.32
2023-06-21T08:28:00.0/2023-06-21T08:29:00.0,858.162
2023-06-21T08:29:00.0/2023-06-21T08:30:00.0,859.992
2023-06-21T08:30:00.0/2023-06-21T08:31:00.0,861.804
2023-06-21T08:31:00.0/2023-06-21T08:32:00.0,863.61
2023-06-21T08:32:00.0/2023-06-21T08:33:00.0,865.3919999999999
2023-06-21T08:33:00.0/2023-06-21T08:34:00.0,867.168
2023-06-21T08:34:00.0/2023-06-21T08:35:00.0,868.926
2023-06-21T08:35:00.0/2023-06-21T08:36:00.0,870.672
2023-06-21T08:36:00.0/2023-06-21T08:37:00.0,872.4060000000001
2023-06-21T08:37:00.0/2023-06-21T08:38:00.0,874.122
2023-06-21T08:38:00.0/2023-06-21T08:39:00.0,875.8259999999999
2023-06-21T08:39:00.0/2023-06-21T08:40:00.0,877.512
2023-06-21T08:40:00.0/2023-06-21T08:41:00.0,879.186
2023-06-21T08:41:00.0/2023-06-21T08:42:00.0,880.848
2023-06-21T08:42:00.0/2023-06-21T08:43:00.0,882.492
2023-06-21T08:43:00.0/2023-06-21T08:44:00.0,884.124
2023-06-21T08:44:00.0/2023-06-21T08:45:00.0,885.7439999999999
2023-06-21T08:45:00.0/2023-06-21T08:46:00.0,887.346
2023-06-21T08:46:00.0/2023-06-21T08:47:00.0,888.9300000000001
2023-06-21T08:47:00.0/2023-06-21T08:48:00.0,890.5079999999999
2023-06-21T08:48:00.0/2023-06-21T08:49:00.0,892.0619999999999
2023-06-21T08:49:00.0/2023-06-21T08:50:00.0,893.61
2023-06-21T08:50:00.0/2023-06-21T08:51:00.0,895.14
2023-06-21T08:51:00.0/2023-06-21T08:52:00.0,896.652
2023-06-21T08:52:00.0/2023-06-21T08:53:00.0,898.152
2023-06-21T08:53:00.0/2023-06-21T08:54:00.0,899.64
2023-06-21T08:54:00.0/2023-06-21T08:55:00.0,901.11
2023-06-21T08:55:00.0/2023-06-21T08:56:00.0,902.568
2023-06-21T08:56:00.0/2023-06-21T08:57:00.0,904.008
2023-06-21T08:57:00.0/2023-06-21T08:58:00.0,905.436
2023-06-21T08:58:00.0/2023-06-21T08:59:00.0,906.846
2023-06-21T08:59:00.0/2023-06-21T09:00:00.0,908.2439999999999
2023-06-21T09:00:00.0/2023-06-21T09:01:00.0,909.63
2023-06-21T09:01:00.0/2023-06-21T09:02:00.0,911.016
2023-06-21T09:02:00.0/2023-06-21T09:03:00.0,912.384
2023-06-21T09:03:00.0/2023-06-21T09:04:00.0,913.74
2023-06-21T09:04:00.0/2023-06-21T09:05:00.0,915.078
2023-06-21T09:05:00.0/2023-06-21T09:06:00.0,916.404
2023-06-21T09:06:00.0/2023-06-21T09:07:00.0,917.712
2023-06-21T09:07:00.0/2023-06-21T09:08:00.0,919.008
2023-06-21T09:08:00.0/2023-06-21T09:09:00.0,920.2860000000001
2023-06-21T09:09:00.0/2023-06-21T09:10:00.0,921.552
2023-06-21T09:10:00.0/2023-06-21T09:11:00.0,922.8000000000001
2023-06-21T09:11:00.0/2023-06-21T09:12:00.0,924.0360000000001
2023-06-21T09:12:00.0/2023-06-21T09:13:00.0,925.254
2023-06-21T09:13:00.0/2023-06-21T09:14:00.0,926.454
2023-06-21T09:14:00.0/2023-06-21T09:15:00.0,927.6419999999999
2023-06-21T09:15:00.0/2023-06-21T09:16:00.0,928.812
2023-06-21T09:16:00.0/2023-06-21T09:17:00.0,929.9699999999999
2023-06-21T09:17:00.0/2023-06-21T09:18:00.0,931.116
2023-06-21T09:18:00.0/2023-06-21T09:19:00.0,932.238
2023-06-21T09:19:00.0/2023-06-21T09:20:00.0,933.348
2023-06-21T09:20:00.0/2023-06-21T09:21:00.0,934.446
2023-06-21T09:21:00.0/2023-06-21T09:22:00.0,935.5260000000001
2023-06-21T09:22:00.0/2023-06-21T09:23:00.0,936.588
2023-06-21T09:23:00.0/2023-06-21T09:24:00.0,937.638
2023-06-21T09:24:00.0/2023-06-21T09:25:00.0,938.6700000000001
2023-06-21T09:25:00.0/2023-06-21T09:26:00.0,939.69
2023-06-21T09:26:00.0/2023-06-21T09:27:00.0,940.692
2023-06-21T09:27:00.0/2023-06-21T09:28:00.0,941.6759999999999
2023-06-21T09:28:00.0/2023-06-21T09:29:00.0,942.648
2023-06-21T09:29:00.0/2023-06-21T09:30:00.0,943.602
2023-06-21T09:30:00.0/2023-06-21T09:31:00.0,944.544
2023-06-21T09:31:00.0/2023-06-21T09:32:00.0,945.468
2023-06-21T09:32:00.0/2023-06-21T09:33:00.0,946.374
2023-06-21T09:33:00.0/2023-06-21T09:34:00.0,947.268
2023-06-21T09:34:00.0/2023-06-21T09:35:00.0,948.144
2023-06-21T09:35:00.0/2023-06-21T09:36:00.0,949.0020000000001
2023-06-21T09:36:00.0/2023-06-21T09:37:00.0,949.848
2023-06-21T09:37:00.0/2023-06-21T09:38:00.0,950.6759999999999
2023-06-21T09:38:00.0/2023-06-21T09:39:00.0,951.492
2023-06-21T09:39:00.0/2023-06-21T09:40:00.0,952.29
2023-06-21T09:40:00.0/2023-06-21T09:41:00.0,953.0699999999999
2023-06-21T09:41:00.0/2023-06-21T09:42:00.0,953.832
2023-06-21T09:42:00.0/2023-06-21T09:43:00.0,954.5820000000001
2023-06-21T09:43:00.0/2023-06-21T09:44:00.0,955.32
2023-06-21T09:44:00.0/2023-06-21T09:45:00.0,956.034
2023-06-21T09:45:00.0/2023-06-21T09:46:00.0,956.736
2023-06-21T09:46:00.0/2023-06-21T09:47:00.0,957.426
2023-06-21T09:47:00.0/2023-06-21T09:48:00.0,958.092
2023-06-21T09:48:00.0/2023-06-21T09:49:00.0,958.7460000000001
2023-06-21T09:49:00.0/2023-06-21T09:50:00.0,959.388
2023-06-21T09:50:00.0/2023-06-21T09:51:00.0,960.012
2023-06-21T09:51:00.0/2023-06-21T09:52:00.0,960.6120000000001
2023-06-21T09:52:00.0/2023-06-21T09:53:00.0,961.2059999999999
2023-06-21T09:53:00.0/2023-06-21T09:54:00.0,961.776
2023-06-21T09:54:00.0/2023-06-21T09:55:00.0,962.3340000000001
2023-06-21T09:55:00.0/2023-06-21T09:56:00.0,962.8799999999999
2023-06-21T09:56:00.0/2023-06-21T09:57:00.0,963.4019999999999
2023-06-21T09:57:00.0/2023-06-21T09:58:00.0,963.912
2023-06-21T09:58:00.0/2023-06-21T09:59:00.0,964.41
2023-06-21T09:59:00.0/2023-06-21T10:00:00.0,964.8839999999999
2023-06-21T10:00:00.0/2023-06-21T10:01:00.0,965.3459999999999
2023-06-21T10:01:00.0/2023-06-21T10:02:00.0,965.79
2023-06-21T10:02:00.0/2023-06-21T10:03:00.0,966.222
2023-06-21T10:03:00.0/2023-06-21T10:04:00.0,966.6299999999999
2023-06-21T10:04:00.0/2023-06-21T10:05:00.0,967.0260000000001
2023-06-21T10:05:00.0/2023-06-21T10:06:00.0,967.41
2023-06-21T10:06:00.0/2023-06-21T10:07:00.0,967.776
2023-06-21T10:07:00.0/2023-06-21T10:08:00.0,968.124
2023-06-21T10:08:00.0/2023-06-21T10:09:00.0,968.454
2023-06-21T10:09:00.0/2023-06-21T10:10:00.0,968.772
2023-06-21T10:10:00.0/2023-06-21T10:11:00.0,969.072
2023-06-21T10:11:00.0/2023-06-21T10:12:00.0,969.3539999999999
2023-06-21T10:12:00.0/2023-06-21T10:13:00.0,969.6179999999999
2023-06-21T10:13:00.0/2023-06-21T10:14:00.0,969.87
2023-06-21T10:14:00.0/2023-06-21T10:15:00.0,970.1039999999999
2023-06-21T10:15:00.0/2023-06-21T10:16:00.0,970.326
2023-06-21T10:16:00.0/2023-06-21T10:17:00.0,970.524
2023-06-21T10:17:00.0/2023-06-21T10:18:00.0,970.71
2023-06-21T10:18:00.0/2023-06-21T10:19:00.0,970.884
2023-06-21T10:19:00.0/2023-06-21T10:20:00.0,971.0340000000001
2023-06-21T10:20:00.0/2023-06-21T10:21:00.0,971.172
2023-06-21T10:21:00.0/2023-06-21T10:22:00.0,971.2919999999999
2023-06-21T10:22:00.0/2023-06-21T10:23:00.0,971.4000000000001
2023-06-21T10:23:00.0/2023-06-21T10:24:00.0,971.4900000000001
2023-06-21T10:24:00.0/2023-06-21T10:25:00.0,971.5619999999999
2023-06-21T10:25:00.0/2023-06-21T10:26:00.0,971.616
2023-06-21T10:26:00.0/2023-06-21T10:27:00.0,971.6579999999999
2023-06-21T10:27:00.0/2023-06-21T10:28:00.0,971.676
2023-06-21T10:28:00.0/2023-06-21T10:29:00.0,971.6880000000001
2023-06-21T10:29:00.0/2023-06-21T10:30:00.0,971.676
2023-06-21T10:30:00.0/2023-06-21T10:31:00.0,971.6519999999999
2023-06-21T10:31:00.0/2023-06-21T10:32:00.0,971.61
2023-06-21T10:32:00.0/2023-06-21T10:33:00.0,971.55
2023-06-21T10:33:00.0/2023-06-21T10:34:00.0,971.4779999999998
2023-06-21T10:34:00.0/2023-06-21T10:35:00.0,971.3880000000001
2023-06-21T10:35:00.0/2023-06-21T10:36:00.0,971.28
2023-06-21T10:36:00.0/2023-06-21T10:37:00.0,971.16
2023-06-21T10:37:00.0/2023-06-21T10:38:00.0,971.0220000000002
2023-06-21T10:38:00.0/2023-06-21T10:39:00.0,970.866
2023-06-21T10:39:00.0/2023-06-21T10:40:00.0,970.692
2023-06-21T10:40:00.0/2023-06-21T10:41:00.0,970.5060000000001
2023-06-21T10:41:00.0/2023-06-21T10:42:00.0,970.3020000000001
2023-06-21T10:42:00.0/2023-06-21T10:43:00.0,970.0799999999999
2023-06-21T10:43:00.0/2023-06-21T10:44:00.0,969.8460000000001
2023-06-21T10:44:00.0/2023-06-21T10:45:00.0,969.594
2023-06-21T10:45:00.0/2023-06-21T10:46:00.0,969.3240000000001
2023-06-21T10:46:00.0/2023-06-21T10:47:00.0,969.042
2023-06-21T10:47:00.0/2023-06-21T10:48:00.0,968.7360000000001
2023-06-21T10:48:00.0/2023-06-21T10:49:00.0,968.418
2023-06-21T10:49:00.0/2023-06-21T10:50:00.0,968.088
2023-06-21T10:50:00.0/2023-06-21T10:51:00.0,967.7400000000001
2023-06-21T10:51:00.0/2023-06-21T10:52:00.0,967.374
