Observation period,Clear sky GHI
2023-03-21T11:06:00.0/2023-03-21T11:07:00.0,794.49
2023-03-21T11:07:00.0/2023-03-21T11:08:00.0,793.7520000000001
2023-03-21T11:08:00.0/2023-03-21T11:09:00.0,792.996
2023-03-21T11:09:00.0/2023-03-21T11:10:00.0,792.216
2023-03-21T11:10:00.0/2023-03-21T11:11:00.0,791.424
2023-03-21T11:11:00.0/2023-03-21T11:12:00.0,790.608
2023-03-21T11:12:00.0/2023-03-21T11:13:00.0,789.78
2023-03-21T11:13:00.0/2023-03-21T11:14:00.0,788.928
2023-03-21T11:14:00.0/2023-03-21T11:15:00.0,788.058
2023-03-21T11:15:00.0/2023-03-21T11:16:00.0,787.176
2023-03-21T11:16:00.0/2023-03-21T11:17:00.0,786.27
2023-03-21T11:17:00.0/2023-03-21T11:18:00.0,785.346
2023-03-21T11:18:00.0/2023-03-21T11:19:00.0,784.404
2023-03-21T11:19:00.0/2023-03-21T11:20:00.0,783.444
2023-03-21T11:20:00.0/2023-03-21T11:21:00.0,782.472
2023-03-21T11:21:00.0/2023-03-21T11:22:00.0,781.47
2023-03-21T11:22:00.0/2023-03-21T11:23:00.0,780.456
2023-03-21T11:23:00.0/2023-03-21T11:24:00.0,779.424
2023-03-21T11:24:00.0/2023-03-21T11:25:00.0,778.3739999999999
2023-03-21T11:25:00.0/2023-03-21T11:26:00.0,777.306
2023-03-21T11:26:00.0/2023-03-21T11:27:00.0,776.2199999999999
2023-03-21T11:27:00.0/2023-03-21T11:28:00.0,775.116
2023-03-21T11:28:00.0/2023-03-21T11:29:00.0,773.994
2023-03-21T11:29:00.0/2023-03-21T11:30:00.0,772.854
2023-03-21T11:30:00.0/2023-03-21T11:31:00.0,771.6899999999999
2023-03-21T11:31:00.0/2023-03-21T11:32:00.0,770.514
2023-03-21T11:32:00.0/2023-03-21T11:33:00.0,769.3199999999999
2023-03-21T11:33:00.0/2023-03-21T11:34:00.0,768.108
2023-03-21T11:34:00.0/2023-03-21T11:35:00.0,766.878
2023-03-21T11:35:00.0/2023-03-21T11:36:00.0,765.63
2023-03-21T11:36:00.0/2023-03-21T11:37:00.0,764.358
2023-03-21T11:37:00.0/2023-03-21T11:38:00.0,763.0740000000001
2023-03-21T11:38:00.0/2023-03-21T11:39:00.0,761.7719999999999
2023-03-21T11:39:00.0/2023-03-21T11:40:00.0,760.452
2023-03-21T11:40:00.0/2023-03-21T11:41:00.0,759.1139999999999
2023-03-21T11:41:00.0/2023-03-21T11:42:00.0,757.758
2023-03-21T11:42:00.0/2023-03-21T11:43:00.0,756.384
2023-03-21T11:43:00.0/2023-03-21T11:44:00.0,754.9979999999999
2023-03-21T11:44:00.0/2023-03-21T11:45:00.0,753.588
2023-03-21T11:45:00.0/2023-03-21T11:46:00.0,752.16
2023-03-21T11:46:00.0/2023-03-21T11:47:00.0,750.714
2023-03-21T11:47:00.0/2023-03-21T11:48:00.0,749.2560000000001
2023-03-21T11:48:00.0/2023-03-21T11:49:00.0,747.774
2023-03-21T11:49:00.0/2023-03-21T11:50:00.0,746.2800000000001
2023-03-21T11:50:00.0/2023-03-21T11:51:00.0,744.762
2023-03-21T11:51:00.0/2023-03-21T11:52:00.0,743.232
2023-03-21T11:52:00.0/2023-03-21T11:53:00.0,741.684
2023-03-21T11:53:00.0/2023-03-21T11:54:00.0,740.118
2023-03-21T11:54:00.0/2023-03-21T11:55:00.0,738.534
2023-03-21T11:55:00.0/2023-03-21T11:56:00.0,736.932
2023-03-21T11:56:00.0/2023-03-21T11:57:00.0,735.312
2023-03-21T11:57:00.0/2023-03-21T11:58:00.0,733.68
2023-03-21T11:58:00.0/2023-03-21T11:59:00.0,732.024
2023-03-21T11:59:00.0/2023-03-21T12:00:00.0,730.356
2023-03-21T12:00:00.0/2023-03-21T12:01:00.0,728.598
2023-03-21T12:01:00.0/2023-03-21T12:02:00.0,726.75
2023-03-21T12:02:00.0/2023-03-21T12:03:00.0,724.89
2023-03-21T12:03:00.0/2023-03-21T12:04:00.0,723.0060000000001
2023-03-21T12:04:00.0/2023-03-21T12:05:00.0,721.11
2023-03-21T12:05:00.0/2023-03-21T12:06:00.0,719.1959999999999
2023-03-21T12:06:00.0/2023-03-21T12:07:00.0,717.264
2023-03-21T12:07:00.0/2023-03-21T12:08:00.0,715.32
2023-03-21T12:08:00.0/2023-03-21T12:09:00.0,713.3580000000001
2023-03-21T12:09:00.0/2023-03-21T12:10:00.0,711.3779999999999
2023-03-21T12:10:00.0/2023-03-21T12:11:00.0,709.38
2023-03-21T12:11:00.0/2023-03-21T12:12:00.0,707.37
2023-03-21T12:12:00.0/2023-03-21T12:13:00.0,705.336
2023-03-21T12:13:00.0/2023-03-21T12:14:00.0,703.296
2023-03-21T12:14:00.0/2023-03-21T12:15:00.0,701.2320000000001
2023-03-21T12:15:00.0/2023-03-21T12:16:00.0,699.156
2023-03-21T12:16:00.0/2023-03-21T12:17:00.0,697.0619999999999
2023-03-21T12:17:00.0/2023-03-21T12:18:00.0,694.9499999999999
2023-03-21T12:18:00.0/2023-03-21T12:19:00.0,692.826
2023-03-21T12:19:00.0/2023-03-21T12:20:00.0,690.684
2023-03-21T12:20:00.0/2023-03-21T12:21:00.0,688.524
2023-03-21T12:21:00.0/2023-03-21T12:22:00.0,686.352
2023-03-21T12:22:00.0/2023-03-21T12:23:00.0,684.1619999999999
2023-03-21T12:23:00.0/2023-03-21T12:24:00.0,681.954
2023-03-21T12:24:00.0/2023-03-21T12:25:00.0,679.734
2023-03-21T12:25:00.0/2023-03-21T12:26:00.0,677.4960000000001
2023-03-21T12:26:00.0/2023-03-21T12:27:00.0,675.246
2023-03-21T12:27:00.0/2023-03-21T12:28:00.0,672.9780000000001
2023-03-21T12:28:00.0/2023-03-21T12:29:00.0,670.698
2023-03-21T12:29:00.0/2023-03-21T12:30:00.0,668.394
2023-03-21T12:30:00.0/2023-03-21T12:31:00.0,666.084
2023-03-21T12:31:00.0/2023-03-21T12:32:00.0,663.756
2023-03-21T12:32:00.0/2023-03-21T12:33:00.0,661.41
2023-03-21T12:33:00.0/2023-03-21T12:34:00.0,659.052
2023-03-21T12:34:00.0/2023-03-21T12:35:00.0,656.6759999999999
2023-03-21T12:35:00.0/2023-03-21T12:36:00.0,654.288
2023-03-21T12:36:00.0/2023-03-21T12:37:00.0,651.882
2023-03-21T12:37:00.0/2023-03-21T12:38:00.0,649.458
2023-03-21T12:38:00.0/2023-03-21T12:39:00.0,647.028
2023-03-21T12:39:00.0/2023-03-21T12:40:00.0,644.58
2023-03-21T12:40:00.0/2023-03-21T12:41:00.0,642.114
2023-03-21T12:41:00.0/2023-03-21T12:42:00.0,639.6360000000001
2023-03-21T12:42:00.0/2023-03-21T12:43:00.0,637.14
2023-03-21T12:43:00.0/2023-03-21T12:44:00.0,634.632
2023-03-21T12:44:00.0/2023-03-21T12:45:00.0,632.112
2023-03-21T12:45:00.0/2023-03-21T12:46:00.0,629.5740000000001
2023-03-21T12:46:00.0/2023-03-21T12:47:00.0,627.024
2023-03-21T12:47:00.0/2023-03-21T12:48:00.0,624.462
2023-03-21T12:48:00.0/2023-03-21T12:49:00.0,621.882
2023-03-21T12:49:00.0/2023-03-21T12:50:00.0,619.29
2023-03-21T12:50:00.0/2023-03-21T12:51:00.0,616.6800000000001
2023-03-21T12:51:00.0/2023-03-21T12:52:00.0,614.058
2023-03-21T12:52:00.0/2023-03-21T12:53:00.0,611.424
2023-03-21T12:53:00.0/2023-03-21T12:54:00.0,608.778
2023-03-21T12:54:00.0/2023-03-21T12:55:00.0,606.114
2023-03-21T12:55:00.0/2023-03-21T12:56:00.0,603.438
2023-03-21T12:56:00.0/2023-03-21T12:57:00.0,600.75
2023-03-21T12:57:00.0/2023-03-21T12:58:00.0,598.044
2023-03-21T12:58:00.0/2023-03-21T12:59:00.0,595.332
2023-03-21T12:59:00.0/2023-03-21T13:00:00.0,592.602
2023-03-21T13:00:00.0/2023-03-21T13:01:00.0,589.854
2023-03-21T13:01:00.0/2023-03-21T13:02:00.0,587.1
2023-03-21T13:02:00.0/2023-03-21T13:03:00.0,584.334
2023-03-21T13:03:00.0/2023-03-21T13:04:00.0,581.5500000000001
2023-03-21T13:04:00.0/2023-03-21T13:05:00.0,578.7539999999999
2023-03-21T13:05:00.0/2023-03-21T13:06:00.0,575.946
2023-03-21T13:06:00.0/2023-03-21T13:07:00.0,573.126
2023-03-21T13:07:00.0/2023-03-21T13:08:00.0,570.294
2023-03-21T13:08:00.0/2023-03-21T13:09:00.0,567.4499999999999
2023-03-21T13:09:00.0/2023-03-21T13:10:00.0,564.594
2023-03-21T13:10:00.0/2023-03-21T13:11:00.0,561.726
2023-03-21T13:11:00.0/2023-03-21T13:12:00.0,558.84
2023-03-21T13:12:00.0/2023-03-21T13:13:00.0,555.948
2023-03-21T13:13:00.0/2023-03-21T13:14:00.0,553.044
2023-03-21T13:14:00.0/2023-03-21T13:15:00.0,550.122
2023-03-21T13:15:00.0/2023-03-21T13:16:00.0,547.194
2023-03-21T13:16:00.0/2023-03-21T13:17:00.0,544.254
2023-03-21T13:17:00.0/2023-03-21T13:18:00.0,541.2959999999999
2023-03-21T13:18:00.0/2023-03-21T13:19:00.0,538.3320000000001
2023-03-21T13:19:00.0/2023-03-21T13:20:00.0,535.356
2023-03-21T13:20:00.0/2023-03-21T13:21:00.0,532.3679999999999
2023-03-21T13:21:00.0/2023-03-21T13:22:00.0,529.374
2023-03-21T13:22:00.0/2023-03-21T13:23:00.0,526.3620000000001
2023-03-21T13:23:00.0/2023-03-21T13:24:00.0,523.344
2023-03-21T13:24:00.0/2023-03-21T13:25:00.0,520.308
2023-03-21T13:25:00.0/2023-03-21T13:26:00.0,517.266
2023-03-21T13:26:00.0/2023-03-21T13:27:00.0,514.212
2023-03-21T13:27:00.0/2023-03-21T13:28:00.0,511.152
2023-03-21T13:28:00.0/2023-03-21T13:29:00.0,508.074
2023-03-21T13:29:00.0/2023-03-21T13:30:00.0,504.98999999999995
2023-03-21T13:30:00.0/2023-03-21T13:31:00.0,501.894
2023-03-21T13:31:00.0/2023-03-21T13:32:00.0,498.79200000000003
2023-03-21T13:32:00.0/2023-03-21T13:33:00.0,495.678
2023-03-21T13:33:00.0/2023-03-21T13:34:00.0,492.55199999999996
2023-03-21T13:34:00.0/2023-03-21T13:35:00.0,489.414
2023-03-21T13:35:00.0/2023-03-21T13:36:00.0,486.27599999999995
2023-03-21T13:36:00.0/2023-03-21T13:37:00.0,483.12
2023-03-21T13:37:00.0/2023-03-21T13:38:00.0,479.95799999999997
2023-03-21T13:38:00.0/2023-03-21T13:39:00.0,476.784
2023-03-21T13:39:00.0/2023-03-21T13:40:00.0,473.604
2023-03-21T13:40:00.0/2023-03-21T13:41:00.0,470.41200000000003
2023-03-21T13:41:00.0/2023-03-21T13:42:00.0,467.214
2023-03-21T13:42:00.0/2023-03-21T13:43:00.0,464.00399999999996
2023-03-21T13:43:00.0/2023-03-21T13:44:00.0,460.788
2023-03-21T13:44:00.0/2023-03-21T13:45:00.0,457.56
2023-03-21T13:45:00.0/2023-03-21T13:46:00.0,454.32599999999996
2023-03-21T13:46:00.0/2023-03-21T13:47:00.0,451.08599999999996
2023-03-21T13:47:00.0/2023-03-21T13:48:00.0,447.834
2023-03-21T13:48:00.0/2023-03-21T13:49:00.0,444.576
2023-03-21T13:49:00.0/2023-03-21T13:50:00.0,441.312
2023-03-21T13:50:00.0/2023-03-21T13:51:00.0,438.036
2023-03-21T13:51:00.0/2023-03-21T13:52:00.0,434.76000000000005
2023-03-21T13:52:00.0/2023-03-21T13:53:00.0,431.47200000000004
2023-03-21T13:53:00.0/2023-03-21T13:54:00.0,428.17199999999997
2023-03-21T13:54:00.0/2023-03-21T13:55:00.0,424.872
2023-03-21T13:55:00.0/2023-03-21T13:56:00.0,421.56
2023-03-21T13:56:00.0/2023-03-21T13:57:00.0,418.248
2023-03-21T13:57:00.0/2023-03-21T13:58:00.0,414.924
2023-03-21T13:58:00.0/2023-03-21T13:59:00.0,411.594
2023-03-21T13:59:00.0/2023-03-21T14:00:00.0,408.258
2023-03-21T14:00:00.0/2023-03-21T14:01:00.0,404.916
2023-03-21T14:01:00.0/2023-03-21T14:02:00.0,401.574
2023-03-21T14:02:00.0/2023-03-21T14:03:00.0,398.21999999999997
2023-03-21T14:03:00.0/2023-03-21T14:04:00.0,394.86
2023-03-21T14:04:00.0/2023-03-21T14:05:00.0,391.49399999999997
2023-03-21T14:05:00.0/2023-03-21T14:06:00.0,388.128
2023-03-21T14:06:00.0/2023-03-21T14:07:00.0,384.75
2023-03-21T14:07:00.0/2023-03-21T14:08:00.0,381.372
2023-03-21T14:08:00.0/2023-03-21T14:09:00.0,377.988
2023-03-21T14:09:00.0/2023-03-21T14:10:00.0,374.60400000000004
2023-03-21T14:10:00.0/2023-03-21T14:11:00.0,371.20799999999997
2023-03-21T14:11:00.0/2023-03-21T14:12:00.0,367.812
2023-03-21T14:12:00.0/2023-03-21T14:13:00.0,364.41
2023-03-21T14:13:00.0/2023-03-21T14:14:00.0,361.02000000000004
2023-03-21T14:14:00.0/2023-03-21T14:15:00.0,357.642
2023-03-21T14:15:00.0/2023-03-21T14:16:00.0,354.258
2023-03-21T14:16:00.0/2023-03-21T14:17:00.0,350.874
2023-03-21T14:17:00.0/2023-03-21T14:18:00.0,347.49
2023-03-21T14:18:00.0/2023-03-21T14:19:00.0,344.1
2023-03-21T14:19:00.0/2023-03-21T14:20:00.0,340.71
2023-03-21T14:20:00.0/2023-03-21T14:21:00.0,337.32
2023-03-21T14:21:00.0/2023-03-21T14:22:00.0,333.92400000000004
2023-03-21T14:22:00.0/2023-03-21T14:23:00.0,330.534
2023-03-21T14:23:00.0/2023-03-21T14:24:00.0,327.13800000000003
2023-03-21T14:24:00.0/2023-03-21T14:25:00.0,323.74199999999996
2023-03-21T14:25:00.0/2023-03-21T14:26:00.0,320.34000000000003
2023-03-21T14:26:00.0/2023-03-21T14:27:00.0,316.944
2023-03-21T14:27:00.0/2023-03-21T14:28:00.0,313.548
2023-03-21T14:28:00.0/2023-03-21T14:29:00.0,310.152
2023-03-21T14:29:00.0/2023-03-21T14:30:00.0,306.756
2023-03-21T14:30:00.0/2023-03-21T14:31:00.0,303.36
2023-03-21T14:31:00.0/2023-03-21T14:32:00.0,299.964
2023-03-21T14:32:00.0/2023-03-21T14:33:00.0,296.568
2023-03-21T14:33:00.0/2023-03-21T14:34:00.0,293.178
2023-03-21T14:34:00.0/2023-03-21T14:35:00.0,289.782
2023-03-21T14:35:00.0/2023-03-21T14:36:00.0,286.39799999999997
2023-03-21T14:36:00.0/2023-03-21T14:37:00.0,283.008
2023-03-21T14:37:00.0/2023-03-21T14:38:00.0,279.624
2023-03-21T14:38:00.0/2023-03-21T14:39:00.0,276.246
2023-03-21T14:39:00.0/2023-03-21T14:40:00.0,272.868
2023-03-21T14:40:00.0/2023-03-21T14:41:00.0,269.496
2023-03-21T14:41:00.0/2023-03-21T14:42:00.0,266.12399999999997
2023-03-21T14:42:00.0/2023-03-21T14:43:00.0,262.758
2023-03-21T14:43:00.0/2023-03-21T14:44:00.0,259.39799999999997
2023-03-21T14:44:00.0/2023-03-21T14:45:00.0,256.04400000000004
2023-03-21T14:45:00.0/2023-03-21T14:46:00.0,252.69
2023-03-21T14:46:00.0/2023-03-21T14:47:00.0,249.342
2023-03-21T14:47:00.0/2023-03-21T14:48:00.0,246.00600000000003
2023-03-21T14:48:00.0/2023-03-21T14:49:00.0,242.67000000000002
2023-03-21T14:49:00.0/2023-03-21T14:50:00.0,239.34
2023-03-21T14:50:00.0/2023-03-21T14:51:00.0,236.022
2023-03-21T14:51:00.0/2023-03-21T14:52:00.0,232.70999999999998
2023-03-21T14:52:00.0/2023-03-21T14:53:00.0,229.404
2023-03-21T14:53:00.0/2023-03-21T14:54:00.0,226.104
2023-03-21T14:54:00.0/2023-03-21T14:55:00.0,222.816
2023-03-21T14:55:00.0/2023-03-21T14:56:00.0,219.534
2023-03-21T14:56:00.0/2023-03-21T14:57:00.0,216.25799999999998
2023-03-21T14:57:00.0/2023-03-21T14:58:00.0,212.994
2023-03-21T14:58:00.0/2023-03-21T14:59:00.0,209.742
2023-03-21T14:59:00.0/2023-03-21T15:00:00.0,206.502
2023-03-21T15:00:00.0/2023-03-21T15:01:00.0,203.256
2023-03-21T15:01:00.0/2023-03-21T15:02:00.0,200.00400000000002
2023-03-21T15:02:00.0/2023-03-21T15:03:00.0,196.77
2023-03-21T15:03:00.0/2023-03-21T15:04:00.0,193.548
2023-03-21T15:04:00.0/2023-03-21T15:05:00.0,190.338
2023-03-21T15:05:00.0/2023-03-21T15:06:00.0,187.14000000000001
2023-03-21T15:06:00.0/2023-03-21T15:07:00.0,183.954
2023-03-21T15:07:00.0/2023-03-21T15:08:00.0,180.786
2023-03-21T15:08:00.0/2023-03-21T15:09:00.0,177.63
2023-03-21T15:09:00.0/2023-03-21T15:10:00.0,174.48600000000002
2023-03-21T15:10:00.0/2023-03-21T15:11:00.0,171.366
2023-03-21T15:11:00.0/2023-03-21T15:12:00.0,168.25199999999998
2023-03-21T15:12:00.0/2023-03-21T15:13:00.0,165.162
2023-03-21T15:13:00.0/2023-03-21T15:14:00.0,162.084
2023-03-21T15:14:00.0/2023-03-21T15:15:00.0,159.024
2023-03-21T15:15:00.0/2023-03-21T15:16:00.0,155.982
2023-03-21T15:16:00.0/2023-03-21T15:17:00.0,152.958
2023-03-21T15:17:00.0/2023-03-21T15:18:00.0,149.952
2023-03-21T15:18:00.0/2023-03-21T15:19:00.0,146.964
2023-03-21T15:19:00.0/2023-03-21T15:20:00.0,143.994
2023-03-21T15:20:00.0/2023-03-21T15:21:00.0,141.048
2023-03-21T15:21:00.0/2023-03-21T15:22:00.0,138.11399999999998
2023-03-21T15:22:00.0/2023-03-21T15:23:00.0,135.20999999999998
2023-03-21T15:23:00.0/2023-03-21T15:24:00.0,132.31799999999998
2023-03-21T15:24:00.0/2023-03-21T15:25:00.0,129.456
2023-03-21T15:25:00.0/2023-03-21T15:26:00.0,126.612
2023-03-21T15:26:00.0/2023-03-21T15:27:00.0,123.786
2023-03-21T15:27:00.0/2023-03-21T15:28:00.0,120.984
2023-03-21T15:28:00.0/2023-03-21T15:29:00.0,118.212
2023-03-21T15:29:00.0/2023-03-21T15:30:00.0,115.458
2023-03-21T15:30:00.0/2023-03-21T15:31:00.0,112.72800000000001
2023-03-21T15:31:00.0/2023-03-21T15:32:00.0,110.022
2023-03-21T15:32:00.0/2023-03-21T15:33:00.0,107.33999999999999
2023-03-21T15:33:00.0/2023-03-21T15:34:00.0,104.68199999999999
2023-03-21T15:34:00.0/2023-03-21T15:35:00.0,102.048
2023-03-21T15:35:00.0/2023-03-21T15:36:00.0,99.444
2023-03-21T15:36:00.0/2023-03-21T15:37:00.0,96.864
2023-03-21T15:37:00.0/2023-03-21T15:38:00.0,94.308
2023-03-21T15:38:00.0/2023-03-21T15:39:00.0,91.78200000000001
2023-03-21T15:39:00.0/2023-03-21T15:40:00.0,89.286
2023-03-21T15:40:00.0/2023-03-21T15:41:00.0,86.808
2023-03-21T15:41:00.0/2023-03-21T15:42:00.0,84.366
2023-03-21T15:42:00.0/2023-03-21T15:43:00.0,81.948
2023-03-21T15:43:00.0/2023-03-21T15:44:00.0,79.56
2023-03-21T15:44:00.0/2023-03-21T15:45:00.0,77.202
2023-03-21T15:45:00.0/2023-03-21T15:46:00.0,74.868
2023-03-21T15:46:00.0/2023-03-21T15:47:00.0,72.56400000000001
2023-03-21T15:47:00.0/2023-03-21T15:48:00.0,70.29599999999999
2023-03-21T15:48:00.0/2023-03-21T15:49:00.0,68.052
2023-03-21T15:49:00.0/2023-03-21T15:50:00.0,65.838
2023-03-21T15:50:00.0/2023-03-21T15:51:00.0,63.653999999999996
2023-03-21T15:51:00.0/2023-03-21T15:52:00.0,61.49999999999999
2023-03-21T15:52:00.0/2023-03-21T15:53:00.0,59.376000000000005
2023-03-21T15:53:00.0/2023-03-21T15:54:00.0,57.282
2023-03-21T15:54:00.0/2023-03-21T15:55:00.0,55.224
2023-03-21T15:55:00.0/2023-03-21T15:56:00.0,53.19
2023-03-21T15:56:00.0/2023-03-21T15:57:00.0,51.192
2023-03-21T15:57:00.0/2023-03-21T15:58:00.0,49.224000000000004
2023-03-21T15:58:00.0/2023-03-21T15:59:00.0,47.286
2023-03-21T15:59:00.0/2023-03-21T16:00:00.0,45.378
2023-03-21T16:00:00.0/2023-03-21T16:01:00.0,43.506
2023-03-21T16:01:00.0/2023-03-21T16:02:00.0,41.664
2023-03-21T16:02:00.0/2023-03-21T16:03:00.0,39.852000000000004
2023-03-21T16:03:00.0/2023-03-21T16:04:00.0,38.076
2023-03-21T16:04:00.0/2023-03-21T16:05:00.0,36.324000000000005
2023-03-21T16:05:00.0/2023-03-21T16:06:00.0,34.608
2023-03-21T16:06:00.0/2023-03-21T16:07:00.0,32.922
2023-03-21T16:07:00.0/2023-03-21T16:08:00.0,31.272
2023-03-21T16:08:00.0/2023-03-21T16:09:00.0,29.658
2023-03-21T16:09:00.0/2023-03-21T16:10:00.0,28.086000000000002
2023-03-21T16:10:00.0/2023-03-21T16:11:00.0,26.544
2023-03-21T16:11:00.0/2023-03-21T16:12:00.0,25.026000000000003
2023-03-21T16:12:00.0/2023-03-21T16:13:00.0,23.532
2023-03-21T16:13:00.0/2023-03-21T16:14:00.0,22.074
2023-03-21T16:14:00.0/2023-03-21T16:15:00.0,20.639999999999997
2023-03-21T16:15:00.0/2023-03-21T16:16:00.0,19.23
2023-03-21T16:16:00.0/2023-03-21T16:17:00.0,17.855999999999998
2023-03-21T16:17:00.0/2023-03-21T16:18:00.0,16.512
2023-03-21T16:18:00.0/2023-03-21T16:19:00.0,15.198000000000002
2023-03-21T16:19:00.0/2023-03-21T16:20:00.0,13.92
2023-03-21T16:20:00.0/2023-03-21T16:21:00.0,12.677999999999999
2023-03-21T16:21:00.0/2023-03-21T16:22:00.0,11.472000000000001
2023-03-21T16:22:00.0/2023-03-21T16:23:00.0,10.296
2023-03-21T16:23:00.0/2023-03-21T16:24:00.0,9.156
2023-03-21T16:24:00.0/2023-03-21T16:25:00.0,8.046
2023-03-21T16:25:00.0/2023-03-21T16:26:00.0,6.965999999999999
2023-03-21T16:26:00.0/2023-03-21T16:27:00.0,5.928
2023-03-21T16:27:00.0/2023-03-21T16:28:00.0,4.914
2023-03-21T16:28:00.0/2023-03-21T16:29:00.0,3.9419999999999997
2023-03-21T16:29:00.0/2023-03-21T16:30:00.0,3.0
2023-03-21T16:30:00.0/2023-03-21T16:31:00.0,2.094
2023-03-21T16:31:00.0/2023-03-21T16:32:00.0,1.2240000000000002
2023-03-21T16:32:00.0/2023-03-21T16:33:00.0,0.408
2023-03-21T16:33:00.0/2023-03-21T16:34:00.0,0.0
2023-03-21T16:34:00.0/2023-03-21T16:35:00.0,0.0
2023-06-21T03:06:00.0/2023-06-21T03:07:00.0,0.0
2023-06-21T03:07:00.0/2023-06-21T03:08:00.0,0.0
2023-06-21T03:08:00.0/2023-06-21T03:09:00.0,0.696
2023-06-21T03:09:00.0/2023-06-21T03:10:00.0,1.452
2023-06-21T03:10:00.0/2023-06-21T03:11:00.0,2.28
2023-06-21T03:11:00.0/2023-06-21T03:12:00.0,3.15
2023-06-21T03:12:00.0/2023-06-21T03:13:00.0,4.061999999999999
2023-06-21T03:13:00.0/2023-06-21T03:14:00.0,5.010000000000001
2023-06-21T03:14:00.0/2023-06-21T03:15:00.0,6.0
2023-06-21T03:15:00.0/2023-06-21T03:16:00.0,7.026
2023-06-21T03:16:00.0/2023-06-21T03:17:00.0,8.100000000000001
2023-06-21T03:17:00.0/2023-06-21T03:18:00.0,9.209999999999999
2023-06-21T03:18:00.0/2023-06-21T03:19:00.0,10.362
2023-06-21T03:19:00.0/2023-06-21T03:20:00.0,11.55
2023-06-21T03:20:00.0/2023-06-21T03:21:00.0,12.78
2023-06-21T03:21:00.0/2023-06-21T03:22:00.0,14.052
2023-06-21T03:22:00.0/2023-06-21T03:23:00.0,15.36
2023-06-21T03:23:00.0/2023-06-21T03:24:00.0,16.71
2023-06-21T03:24:00.0/2023-06-21T03:25:00.0,18.096
2023-06-21T03:25:00.0/2023-06-21T03:26:00.0,19.524
2023-06-21T03:26:00.0/2023-06-21T03:27:00.0,20.988
2023-06-21T03:27:00.0/2023-06-21T03:28:00.0,22.488
2023-06-21T03:28:00.0/2023-06-21T03:29:00.0,24.023999999999997
2023-06-21T03:29:00.0/2023-06-21T03:30:00.0,25.602
2023-06-21T03:30:00.0/2023-06-21T03:31:00.0,27.21
2023-06-21T03:31:00.0/2023-06-21T03:32:00.0,28.86
2023-06-21T03:32:00.0/2023-06-21T03:33:00.0,30.54
2023-06-21T03:33:00.0/2023-06-21T03:34:00.0,32.262
2023-06-21T03:34:00.0/2023-06-21T03:35:00.0,34.013999999999996
2023-06-21T03:35:00.0/2023-06-21T03:36:00.0,35.802
2023-06-21T03:36:00.0/2023-06-21T03:37:00.0,37.62
2023-06-21T03:37:00.0/2023-06-21T03:38:00.0,39.474000000000004
2023-06-21T03:38:00.0/2023-06-21T03:39:00.0,41.364000000000004
2023-06-21T03:39:00.0/2023-06-21T03:40:00.0,43.284000000000006
2023-06-21T03:40:00.0/2023-06-21T03:41:00.0,45.234
2023-06-21T03:41:00.0/2023-06-21T03:42:00.0,47.22
2023-06-21T03:42:00.0/2023-06-21T03:43:00.0,49.236
2023-06-21T03:43:00.0/2023-06-21T03:44:00.0,51.282000000000004
2023-06-21T03:44:00.0/2023-06-21T03:45:00.0,53.352
2023-06-21T03:45:00.0/2023-06-21T03:46:00.0,55.458
2023-06-21T03:46:00.0/2023-06-21T03:47:00.0,57.594
2023-06-21T03:47:00.0/2023-06-21T03:48:00.0,59.76
2023-06-21T03:48:00.0/2023-06-21T03:49:00.0,61.949999999999996
2023-06-21T03:49:00.0/2023-06-21T03:50:00.0,64.16999999999999
2023-06-21T03:50:00.0/2023-06-21T03:51:00.0,66.414
2023-06-21T03:51:00.0/2023-06-21T03:52:00.0,68.688
2023-06-21T03:52:00.0/2023-06-21T03:53:00.0,70.986
2023-06-21T03:53:00.0/2023-06-21T03:54:00.0,73.314
2023-06-21T03:54:00.0/2023-06-21T03:55:00.0,75.66600000000001
2023-06-21T03:55:00.0/2023-06-21T03:56:00.0,78.042
2023-06-21T03:56:00.0/2023-06-21T03:57:00.0,80.44200000000001
2023-06-21T03:57:00.0/2023-06-21T03:58:00.0,82.866
2023-06-21T03:58:00.0/2023-06-21T03:59:00.0,85.314
2023-06-21T03:59:00.0/2023-06-21T04:00:00.0,87.78
2023-06-21T04:00:00.0/2023-06-21T04:01:00.0,90.276
2023-06-21T04:01:00.0/2023-06-21T04:02:00.0,92.78999999999999
2023-06-21T04:02:00.0/2023-06-21T04:03:00.0,95.328
2023-06-21T04:03:00.0/2023-06-21T04:04:00.0,97.89
2023-06-21T04:04:00.0/2023-06-21T04:05:00.0,100.47
2023-06-21T04:05:00.0/2023-06-21T04:06:00.0,103.068
2023-06-21T04:06:00.0/2023-06-21T04:07:00.0,105.69
2023-06-21T04:07:00.0/2023-06-21T04:08:00.0,108.33000000000001
2023-06-21T04:08:00.0/2023-06-21T04:09:00.0,110.988
2023-06-21T04:09:00.0/2023-06-21T04:10:00.0,113.664
2023-06-21T04:10:00.0/2023-06-21T04:11:00.0,116.364
2023-06-21T04:11:00.0/2023-06-21T04:12:00.0,119.076
2023-06-21T04:12:00.0/2023-06-21T04:13:00.0,121.81199999999998
2023-06-21T04:13:00.0/2023-06-21T04:14:00.0,124.56
2023-06-21T04:14:00.0/2023-06-21T04:15:00.0,127.32600000000001
